rxn_cpd	concerns@reaction	consumes@compound	produces@compound	stoichiometry	compartment
PYRIMSYN1-RXN__AMINO-HYDROXYMETHYL-METHYL-PYR-P_1_c	PYRIMSYN1-RXN		AMINO-HYDROXYMETHYL-METHYL-PYR-P	1	c
PYRIMSYN1-RXN__CARBON-MONOXIDE_1_c	PYRIMSYN1-RXN		CARBON-MONOXIDE	1	c
PYRIMSYN1-RXN__FORMATE_1_c	PYRIMSYN1-RXN		FORMATE	1	c
PYRIMSYN1-RXN__CH33ADO_1_c	PYRIMSYN1-RXN		CH33ADO	1	c
RXN-12074__PYRUVATE_2_c	RXN-12074		PYRUVATE	2	c
RXN-12074_CPD-11855__1_c	RXN-12074	CPD-11855		1	c
CARBODEHYDRAT-RXN__WATER_1_c	CARBODEHYDRAT-RXN		WATER	1	c
CARBODEHYDRAT-RXN__CARBON-DIOXIDE_1_c	CARBODEHYDRAT-RXN		CARBON-DIOXIDE	1	c
CARBODEHYDRAT-RXN_H2CO3__1_c	CARBODEHYDRAT-RXN	H2CO3		1	c
1.11.1.12-RXN_A-LIPID-HYDROPEROXIDE__1_c	1.11.1.12-RXN	A-LIPID-HYDROPEROXIDE		1	c
1.11.1.12-RXN_GLUTATHIONE__2_c	1.11.1.12-RXN	GLUTATHIONE		2	c
1.11.1.12-RXN__WATER_1_c	1.11.1.12-RXN		WATER	1	c
1.11.1.12-RXN__OXIDIZED-GLUTATHIONE_1_c	1.11.1.12-RXN		OXIDIZED-GLUTATHIONE	1	c
1.11.1.12-RXN__Lipid-hydroxy-fatty-acids_1_c	1.11.1.12-RXN		Lipid-hydroxy-fatty-acids	1	c
RXN-8801__D-RIBULOSE-15-P2_1_c	RXN-8801		D-RIBULOSE-15-P2	1	c
RXN-8801_RIBOSE-15-BISPHOSPHATE__1_c	RXN-8801	RIBOSE-15-BISPHOSPHATE		1	c
MANDELATE-DEHYDROGENASE-RXN__PHENYLGLYOXYLATE_1_c	MANDELATE-DEHYDROGENASE-RXN		PHENYLGLYOXYLATE	1	c
MANDELATE-DEHYDROGENASE-RXN__Donor-H2_1_c	MANDELATE-DEHYDROGENASE-RXN		Donor-H2	1	c
MANDELATE-DEHYDROGENASE-RXN_Acceptor__1_c	MANDELATE-DEHYDROGENASE-RXN	Acceptor		1	c
MANDELATE-DEHYDROGENASE-RXN_CPD-122__1_c	MANDELATE-DEHYDROGENASE-RXN	CPD-122		1	c
SULFITE-REDUCTASE-FERREDOXIN-RXN_PROTON__8_c	SULFITE-REDUCTASE-FERREDOXIN-RXN	PROTON		8	c
SULFITE-REDUCTASE-FERREDOXIN-RXN__Oxidized-ferredoxins_6_c	SULFITE-REDUCTASE-FERREDOXIN-RXN		Oxidized-ferredoxins	6	c
SULFITE-REDUCTASE-FERREDOXIN-RXN__HS_1_c	SULFITE-REDUCTASE-FERREDOXIN-RXN		HS	1	c
SULFITE-REDUCTASE-FERREDOXIN-RXN_Reduced-ferredoxins__6_c	SULFITE-REDUCTASE-FERREDOXIN-RXN	Reduced-ferredoxins		6	c
SULFITE-REDUCTASE-FERREDOXIN-RXN_SO3__1_c	SULFITE-REDUCTASE-FERREDOXIN-RXN	SO3		1	c
SULFITE-REDUCTASE-FERREDOXIN-RXN__WATER_3_c	SULFITE-REDUCTASE-FERREDOXIN-RXN		WATER	3	c
RXN66-23__CPD-8620_1_c	RXN66-23		CPD-8620	1	c
RXN66-23_CPD-8619__1_c	RXN66-23	CPD-8619		1	c
RXN66-23_NAD-P-OR-NOP__1_c	RXN66-23	NAD-P-OR-NOP		1	c
RXN66-23__CARBON-DIOXIDE_1_c	RXN66-23		CARBON-DIOXIDE	1	c
RXN66-23__NADH-P-OR-NOP_1_c	RXN66-23		NADH-P-OR-NOP	1	c
4.4.1.19-RXN_SO3__1_c	4.4.1.19-RXN	SO3		1	c
4.4.1.19-RXN__CPD-366_1_c	4.4.1.19-RXN		CPD-366	1	c
4.4.1.19-RXN_PHOSPHO-ENOL-PYRUVATE__1_c	4.4.1.19-RXN	PHOSPHO-ENOL-PYRUVATE		1	c
4.4.1.19-RXN_PROTON__1_c	4.4.1.19-RXN	PROTON		1	c
RXN-12502_p-his-tRNAS__1_c	RXN-12502	p-his-tRNAS		1	c
RXN-12502__pppGp-his-tRNAs_1_c	RXN-12502		pppGp-his-tRNAs	1	c
RXN-12502_GTP__1_c	RXN-12502	GTP		1	c
RXN-12502__AMP_1_c	RXN-12502		AMP	1	c
RXN-12502__PPI_1_c	RXN-12502		PPI	1	c
RXN-12502_ATP__1_c	RXN-12502	ATP		1	c
2.7.7.8-RXN__Nucleoside-Diphosphates_1_c	2.7.7.8-RXN		Nucleoside-Diphosphates	1	c
2.7.7.8-RXN__ssRNAs_1_c	2.7.7.8-RXN		ssRNAs	1	c
2.7.7.8-RXN_Pi__1_c	2.7.7.8-RXN	Pi		1	c
2.7.7.8-RXN_ssRNAs__1_c	2.7.7.8-RXN	ssRNAs		1	c
RXN-9794_NADPH__1_c	RXN-9794	NADPH		1	c
RXN-9794_PROTON__1_c	RXN-9794	PROTON		1	c
RXN-9794__NADP_1_c	RXN-9794		NADP	1	c
RXN-9794__CPD-10503_1_c	RXN-9794		CPD-10503	1	c
RXN-9794_CPD-7237__1_c	RXN-9794	CPD-7237		1	c
1.1.1.170-RXN_NAD-P-OR-NOP__1_c	1.1.1.170-RXN	NAD-P-OR-NOP		1	c
1.1.1.170-RXN__4-ALPHA-METHYL-5-ALPHA-CHOLEST-7-EN-3-ON_1_c	1.1.1.170-RXN		4-ALPHA-METHYL-5-ALPHA-CHOLEST-7-EN-3-ON	1	c
1.1.1.170-RXN__NADH-P-OR-NOP_1_c	1.1.1.170-RXN		NADH-P-OR-NOP	1	c
1.1.1.170-RXN__CARBON-DIOXIDE_1_c	1.1.1.170-RXN		CARBON-DIOXIDE	1	c
1.1.1.170-RXN_CPD-5846__1_c	1.1.1.170-RXN	CPD-5846		1	c
RXN-17736__Long-Chain-Fatty-Acids_1_c	RXN-17736		Long-Chain-Fatty-Acids	1	c
RXN-17736_WATER__1_c	RXN-17736	WATER		1	c
RXN-17736__PROTON_1_c	RXN-17736		PROTON	1	c
RXN-17736_PLASMENYLCHOLINE__1_c	RXN-17736	PLASMENYLCHOLINE		1	c
RXN-17736__CPD-563_1_c	RXN-17736		CPD-563	1	c
RXN-13603__Glucopyranose_1_c	RXN-13603		Glucopyranose	1	c
RXN-13603_CPD-14596__1_c	RXN-13603	CPD-14596		1	c
RXN-13603_WATER__1_c	RXN-13603	WATER		1	c
RXN-13603__CPD-10277_1_c	RXN-13603		CPD-10277	1	c
2.4.1.135-RXN__UDP_1_c	2.4.1.135-RXN		UDP	1	c
2.4.1.135-RXN_UDP-GLUCURONATE__1_c	2.4.1.135-RXN	UDP-GLUCURONATE		1	c
2.4.1.135-RXN__GlcA-Gal-Gal-Xyl-Proteins_1_c	2.4.1.135-RXN		GlcA-Gal-Gal-Xyl-Proteins	1	c
2.4.1.135-RXN_Gal-Gal-Xyl-Proteins__1_c	2.4.1.135-RXN	Gal-Gal-Xyl-Proteins		1	c
2.4.1.135-RXN__PROTON_1_c	2.4.1.135-RXN		PROTON	1	c
1.17.4.2-RXN__Ox-Thioredoxin_1_c	1.17.4.2-RXN		Ox-Thioredoxin	1	c
1.17.4.2-RXN__Deoxy-Ribonucleoside-Triphosphates_1_c	1.17.4.2-RXN		Deoxy-Ribonucleoside-Triphosphates	1	c
1.17.4.2-RXN_Ribonucleoside-Triphosphates__1_c	1.17.4.2-RXN	Ribonucleoside-Triphosphates		1	c
1.17.4.2-RXN__WATER_1_c	1.17.4.2-RXN		WATER	1	c
1.17.4.2-RXN_Red-Thioredoxin__1_c	1.17.4.2-RXN	Red-Thioredoxin		1	c
RXN-14250__WATER_1_c	RXN-14250		WATER	1	c
RXN-14250__FERRICYTOCHROME-B5_2_c	RXN-14250		FERRICYTOCHROME-B5	2	c
RXN-14250_CPD3DJ-82__1_c	RXN-14250	CPD3DJ-82		1	c
RXN-14250_OXYGEN-MOLECULE__1_c	RXN-14250	OXYGEN-MOLECULE		1	c
RXN-14250_FERROCYTOCHROME-B5__2_c	RXN-14250	FERROCYTOCHROME-B5		2	c
RXN-14250_PROTON__2_c	RXN-14250	PROTON		2	c
RXN-14250__Phytoceramides_1_c	RXN-14250		Phytoceramides	1	c
RXN-8582_NAD__1_c	RXN-8582	NAD		1	c
RXN-8582__NADH_1_c	RXN-8582		NADH	1	c
RXN-8582__PROTON_2_c	RXN-8582		PROTON	2	c
RXN-8582_WATER__1_c	RXN-8582	WATER		1	c
RXN-8582__4-TOLUENECARBOXYLATE_1_c	RXN-8582		4-TOLUENECARBOXYLATE	1	c
RXN-8582_CPD-8773__1_c	RXN-8582	CPD-8773		1	c
TRANS-RXN-324__PROTON_1_c	TRANS-RXN-324		PROTON	1	c
TRANS-RXN-324_WATER__1_c	TRANS-RXN-324	WATER		1	c
TRANS-RXN-324_CPD-821__1_e	TRANS-RXN-324	CPD-821		1	e
TRANS-RXN-324__ADP_1_c	TRANS-RXN-324		ADP	1	c
TRANS-RXN-324__Pi_1_c	TRANS-RXN-324		Pi	1	c
TRANS-RXN-324_ATP__1_c	TRANS-RXN-324	ATP		1	c
TRANS-RXN-324__CPD-821_1_c	TRANS-RXN-324		CPD-821	1	c
RXN-17010__CO-A_1_c	RXN-17010		CO-A	1	c
RXN-17010_1-PALMITOYLGLYCEROL-3-PHOSPHATE__1_c	RXN-17010	1-PALMITOYLGLYCEROL-3-PHOSPHATE		1	c
RXN-17010__CPD-18352_1_c	RXN-17010		CPD-18352	1	c
RXN-17010_CPD-18346__1_c	RXN-17010	CPD-18346		1	c
L-GLN-FRUCT-6-P-AMINOTRANS-RXN__D-GLUCOSAMINE-6-P_1_c	L-GLN-FRUCT-6-P-AMINOTRANS-RXN		D-GLUCOSAMINE-6-P	1	c
L-GLN-FRUCT-6-P-AMINOTRANS-RXN__GLT_1_c	L-GLN-FRUCT-6-P-AMINOTRANS-RXN		GLT	1	c
L-GLN-FRUCT-6-P-AMINOTRANS-RXN_GLN__1_c	L-GLN-FRUCT-6-P-AMINOTRANS-RXN	GLN		1	c
L-GLN-FRUCT-6-P-AMINOTRANS-RXN_FRUCTOSE-6P__1_c	L-GLN-FRUCT-6-P-AMINOTRANS-RXN	FRUCTOSE-6P		1	c
RXN0-3962__ACET_1_c	RXN0-3962		ACET	1	c
RXN0-3962_NADP__1_c	RXN0-3962	NADP		1	c
RXN0-3962_ACETALD__1_c	RXN0-3962	ACETALD		1	c
RXN0-3962__NADPH_1_c	RXN0-3962		NADPH	1	c
RXN0-3962__PROTON_2_c	RXN0-3962		PROTON	2	c
RXN0-3962_WATER__1_c	RXN0-3962	WATER		1	c
THYMIDYLATESYN-RXN__DIHYDROFOLATE-GLU-N_1_c	THYMIDYLATESYN-RXN		DIHYDROFOLATE-GLU-N	1	c
THYMIDYLATESYN-RXN_METHYLENE-THF-GLU-N__1_c	THYMIDYLATESYN-RXN	METHYLENE-THF-GLU-N		1	c
THYMIDYLATESYN-RXN_DUMP__1_c	THYMIDYLATESYN-RXN	DUMP		1	c
THYMIDYLATESYN-RXN__TMP_1_c	THYMIDYLATESYN-RXN		TMP	1	c
RXN-13722__HOMO-I-CIT_1_c	RXN-13722		HOMO-I-CIT	1	c
RXN-13722_HOMO-CIT__1_c	RXN-13722	HOMO-CIT		1	c
RXN-10462__ACYL-SN-GLYCEROL-3P_1_c	RXN-10462		ACYL-SN-GLYCEROL-3P	1	c
RXN-10462_GLYCEROL-3P__1_c	RXN-10462	GLYCEROL-3P		1	c
RXN-10462_ACYL-ACP__1_c	RXN-10462	ACYL-ACP		1	c
RXN-10462__ACP_1_c	RXN-10462		ACP	1	c
RXN-14209_NADP__1_c	RXN-14209	NADP		1	c
RXN-14209_WATER__1_c	RXN-14209	WATER		1	c
RXN-14209__4-AMINO-BUTYRATE_1_c	RXN-14209		4-AMINO-BUTYRATE	1	c
RXN-14209__PROTON_2_c	RXN-14209		PROTON	2	c
RXN-14209_4-AMINO-BUTYRALDEHYDE__1_c	RXN-14209	4-AMINO-BUTYRALDEHYDE		1	c
RXN-14209__NADPH_1_c	RXN-14209		NADPH	1	c
RXN-12997_NADH__1_c	RXN-12997	NADH		1	c
RXN-12997__CPD-12647_1_c	RXN-12997		CPD-12647	1	c
RXN-12997__NAD_1_c	RXN-12997		NAD	1	c
RXN-12997_CPD-14420__1_c	RXN-12997	CPD-14420		1	c
RXN-12997_PROTON__1_c	RXN-12997	PROTON		1	c
RXN-17584__R-OR-S-2-HYDROXYPROPYL-COM_1_c	RXN-17584		R-OR-S-2-HYDROXYPROPYL-COM	1	c
RXN-17584_CoM__1_c	RXN-17584	CoM		1	c
RXN-17584_12-EPOXYPROPANE__1_c	RXN-17584	12-EPOXYPROPANE		1	c
RXN-6380__CPD-2209_1_c	RXN-6380		CPD-2209	1	c
RXN-6380_UDP-N-ACETYL-D-GLUCOSAMINE__1_c	RXN-6380	UDP-N-ACETYL-D-GLUCOSAMINE		1	c
RXN-6380__UMP_1_c	RXN-6380		UMP	1	c
RXN-6380_CPD-11994__1_c	RXN-6380	CPD-11994		1	c
RXN-14048__PROTON_1_c	RXN-14048		PROTON	1	c
RXN-14048_L-CYSTATHIONINE__1_c	RXN-14048	L-CYSTATHIONINE		1	c
RXN-14048__CYS_1_c	RXN-14048		CYS	1	c
RXN-14048__CPD-15056_1_c	RXN-14048		CPD-15056	1	c
RXN-4726_CPD-12575__1_c	RXN-4726	CPD-12575		1	c
RXN-4726__CPD-4617_1_c	RXN-4726		CPD-4617	1	c
RXN-4726__UDP_1_c	RXN-4726		UDP	1	c
RXN-4726_CPD-332__1_c	RXN-4726	CPD-332		1	c
RXN-4726__PROTON_1_c	RXN-4726		PROTON	1	c
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN__PROTON_1_c	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN		PROTON	1	c
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN_Pi__1_c	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	Pi		1	c
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN__PPI_1_c	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN		PPI	1	c
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN_PYRUVATE__1_c	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	PYRUVATE		1	c
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN__PHOSPHO-ENOL-PYRUVATE_1_c	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN		PHOSPHO-ENOL-PYRUVATE	1	c
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN_ATP__1_c	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	ATP		1	c
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN__AMP_1_c	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN		AMP	1	c
RXN-15299_NADH__1_c	RXN-15299	NADH		1	c
RXN-15299__NAD_1_c	RXN-15299		NAD	1	c
RXN-15299_PROTON__1_c	RXN-15299	PROTON		1	c
RXN-15299__2-3-dihydroxypropane-1-sulfonate_1_c	RXN-15299		2-3-dihydroxypropane-1-sulfonate	1	c
RXN-15299_CPD-18717__1_c	RXN-15299	CPD-18717		1	c
3.5.1.60-RXN__ETHANOL-AMINE_1_c	3.5.1.60-RXN		ETHANOL-AMINE	1	c
3.5.1.60-RXN_CPD-571__1_c	3.5.1.60-RXN	CPD-571		1	c
3.5.1.60-RXN__Long-Chain-Fatty-Acids_1_c	3.5.1.60-RXN		Long-Chain-Fatty-Acids	1	c
3.5.1.60-RXN_WATER__1_c	3.5.1.60-RXN	WATER		1	c
HOLO-ACP-SYNTH-RXN_apo-ACP__1_c	HOLO-ACP-SYNTH-RXN	apo-ACP		1	c
HOLO-ACP-SYNTH-RXN_CO-A__1_c	HOLO-ACP-SYNTH-RXN	CO-A		1	c
HOLO-ACP-SYNTH-RXN__PROTON_1_c	HOLO-ACP-SYNTH-RXN		PROTON	1	c
HOLO-ACP-SYNTH-RXN__ACP_1_c	HOLO-ACP-SYNTH-RXN		ACP	1	c
HOLO-ACP-SYNTH-RXN__3-5-ADP_1_c	HOLO-ACP-SYNTH-RXN		3-5-ADP	1	c
DOPAMINE-BETA-MONOOXYGENASE-RXN__NOREPINEPHRINE_1_c	DOPAMINE-BETA-MONOOXYGENASE-RXN		NOREPINEPHRINE	1	c
DOPAMINE-BETA-MONOOXYGENASE-RXN_OXYGEN-MOLECULE__1_c	DOPAMINE-BETA-MONOOXYGENASE-RXN	OXYGEN-MOLECULE		1	c
DOPAMINE-BETA-MONOOXYGENASE-RXN_DOPAMINE__1_c	DOPAMINE-BETA-MONOOXYGENASE-RXN	DOPAMINE		1	c
DOPAMINE-BETA-MONOOXYGENASE-RXN_ASCORBATE__1_c	DOPAMINE-BETA-MONOOXYGENASE-RXN	ASCORBATE		1	c
DOPAMINE-BETA-MONOOXYGENASE-RXN__L-DEHYDRO-ASCORBATE_1_c	DOPAMINE-BETA-MONOOXYGENASE-RXN		L-DEHYDRO-ASCORBATE	1	c
DOPAMINE-BETA-MONOOXYGENASE-RXN__WATER_1_c	DOPAMINE-BETA-MONOOXYGENASE-RXN		WATER	1	c
DOPAMINE-BETA-MONOOXYGENASE-RXN_PROTON__1_c	DOPAMINE-BETA-MONOOXYGENASE-RXN	PROTON		1	c
RXN-12639__Fatty-acid-ethyl-esters_1_c	RXN-12639		Fatty-acid-ethyl-esters	1	c
RXN-12639__CO-A_1_c	RXN-12639		CO-A	1	c
RXN-12639_ETOH__1_c	RXN-12639	ETOH		1	c
RXN-12639_Long-Chain-Acyl-CoAs__1_c	RXN-12639	Long-Chain-Acyl-CoAs		1	c
QUERCETIN-3-O-METHYLTRANSFERASE-RXN__PROTON_1_c	QUERCETIN-3-O-METHYLTRANSFERASE-RXN		PROTON	1	c
QUERCETIN-3-O-METHYLTRANSFERASE-RXN__3457-TETRAHYDROXY-3-METHOXYFLAVONE_1_c	QUERCETIN-3-O-METHYLTRANSFERASE-RXN		3457-TETRAHYDROXY-3-METHOXYFLAVONE	1	c
QUERCETIN-3-O-METHYLTRANSFERASE-RXN__ADENOSYL-HOMO-CYS_1_c	QUERCETIN-3-O-METHYLTRANSFERASE-RXN		ADENOSYL-HOMO-CYS	1	c
QUERCETIN-3-O-METHYLTRANSFERASE-RXN_S-ADENOSYLMETHIONINE__1_c	QUERCETIN-3-O-METHYLTRANSFERASE-RXN	S-ADENOSYLMETHIONINE		1	c
QUERCETIN-3-O-METHYLTRANSFERASE-RXN_CPD-520__1_c	QUERCETIN-3-O-METHYLTRANSFERASE-RXN	CPD-520		1	c
RXN-9685_EPOXYSQUALENE__1_c	RXN-9685	EPOXYSQUALENE		1	c
RXN-9685__CPD-10308_1_c	RXN-9685		CPD-10308	1	c
RXN-11183__Glucopyranose_1_c	RXN-11183		Glucopyranose	1	c
RXN-11183__CPD-12139_1_c	RXN-11183		CPD-12139	1	c
RXN-11183_2-PROPENYL-GLUCOSINOLATE__1_c	RXN-11183	2-PROPENYL-GLUCOSINOLATE		1	c
RXN-11183_WATER__1_c	RXN-11183	WATER		1	c
11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN_NADP__1_c	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN	NADP		1	c
11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN__PROTON_1_c	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN		PROTON	1	c
11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN_11-Beta-Hydroxysteroids1__1_c	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN	11-Beta-Hydroxysteroids1		1	c
11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN__11-Oxosteroids_1_c	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN		11-Oxosteroids	1	c
11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN__NADPH_1_c	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN		NADPH	1	c
ALCOHOL-DEHYDROGENASE-NADP+-RXN__PROTON_1_c	ALCOHOL-DEHYDROGENASE-NADP+-RXN		PROTON	1	c
ALCOHOL-DEHYDROGENASE-NADP+-RXN_NAD-P-OR-NOP__1_c	ALCOHOL-DEHYDROGENASE-NADP+-RXN	NAD-P-OR-NOP		1	c
ALCOHOL-DEHYDROGENASE-NADP+-RXN__NADH-P-OR-NOP_1_c	ALCOHOL-DEHYDROGENASE-NADP+-RXN		NADH-P-OR-NOP	1	c
ALCOHOL-DEHYDROGENASE-NADP+-RXN_Alcohols__1_c	ALCOHOL-DEHYDROGENASE-NADP+-RXN	Alcohols		1	c
ALCOHOL-DEHYDROGENASE-NADP+-RXN__Aldehydes_1_c	ALCOHOL-DEHYDROGENASE-NADP+-RXN		Aldehydes	1	c
2.7.7.30-RXN__PPI_1_c	2.7.7.30-RXN		PPI	1	c
2.7.7.30-RXN_CPD-488__1_c	2.7.7.30-RXN	CPD-488		1	c
2.7.7.30-RXN__CPD-13118_1_c	2.7.7.30-RXN		CPD-13118	1	c
2.7.7.30-RXN_PROTON__1_c	2.7.7.30-RXN	PROTON		1	c
2.7.7.30-RXN_GTP__1_c	2.7.7.30-RXN	GTP		1	c
RXN-16788_WATER__1_c	RXN-16788	WATER		1	c
RXN-16788__ALPHA-RIBAZOLE_1_c	RXN-16788		ALPHA-RIBAZOLE	1	c
RXN-16788_ALPHA-RIBAZOLE-5-P__1_c	RXN-16788	ALPHA-RIBAZOLE-5-P		1	c
RXN-16788__Pi_1_c	RXN-16788		Pi	1	c
RXN-8451__CPD-8605_1_c	RXN-8451		CPD-8605	1	c
RXN-8451__PROTON_1_c	RXN-8451		PROTON	1	c
RXN-8451__ADENOSYL-HOMO-CYS_1_c	RXN-8451		ADENOSYL-HOMO-CYS	1	c
RXN-8451_MYRICETIN__1_c	RXN-8451	MYRICETIN		1	c
RXN-8451_S-ADENOSYLMETHIONINE__1_c	RXN-8451	S-ADENOSYLMETHIONINE		1	c
3.4.24.61-RXN_WATER__1_c	3.4.24.61-RXN	WATER		1	c
3.4.24.61-RXN__Peptides-holder_1_c	3.4.24.61-RXN		Peptides-holder	1	c
3.4.24.61-RXN_General-Protein-Substrates__1_c	3.4.24.61-RXN	General-Protein-Substrates		1	c
GALACTOSE-1-DEHYDROGENASE-NADP+-RXN__CPD-14779_1_c	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN		CPD-14779	1	c
GALACTOSE-1-DEHYDROGENASE-NADP+-RXN__PROTON_1_c	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN		PROTON	1	c
GALACTOSE-1-DEHYDROGENASE-NADP+-RXN_NADP__1_c	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN	NADP		1	c
GALACTOSE-1-DEHYDROGENASE-NADP+-RXN_D-galactopyranose__1_c	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN	D-galactopyranose		1	c
GALACTOSE-1-DEHYDROGENASE-NADP+-RXN__NADPH_1_c	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN		NADPH	1	c
4.2.2.22-RXN_PECTATE__1_c	4.2.2.22-RXN	PECTATE		1	c
4.2.2.22-RXN__PECTATE_1_c	4.2.2.22-RXN		PECTATE	1	c
4.2.2.22-RXN__CPD-17706_1_c	4.2.2.22-RXN		CPD-17706	1	c
RXN-16627__2E-9Z-octadeca-2-9-dienoyl-ACPs_1_c	RXN-16627		2E-9Z-octadeca-2-9-dienoyl-ACPs	1	c
RXN-16627__WATER_1_c	RXN-16627		WATER	1	c
RXN-16627_3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs__1_c	RXN-16627	3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs		1	c
RXN-12710__ACETYL-COA_1_c	RXN-12710		ACETYL-COA	1	c
RXN-12710_CO-A__1_c	RXN-12710	CO-A		1	c
RXN-12710__CPD-13700_1_c	RXN-12710		CPD-13700	1	c
RXN-12710_CPD-13699__1_c	RXN-12710	CPD-13699		1	c
3.2.1.91-RXN_WATER__1_c	3.2.1.91-RXN	WATER		1	c
3.2.1.91-RXN__CELLOBIOSE_1_c	3.2.1.91-RXN		CELLOBIOSE	1	c
3.2.1.91-RXN_Cellodextrins__1_c	3.2.1.91-RXN	Cellodextrins		1	c
RXN-16138__PROTON_1_c	RXN-16138		PROTON	1	c
RXN-16138__Glycerolipids_1_c	RXN-16138		Glycerolipids	1	c
RXN-16138__CPD-10244_1_c	RXN-16138		CPD-10244	1	c
RXN-16138_CPD-17355__1_c	RXN-16138	CPD-17355		1	c
RXN-16138_WATER__1_c	RXN-16138	WATER		1	c
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN__PROTON_1_c	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN		PROTON	1	c
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN__ADENOSYL-HOMO-CYS_1_c	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN		ADENOSYL-HOMO-CYS	1	c
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN_S-ADENOSYLMETHIONINE__1_c	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	S-ADENOSYLMETHIONINE		1	c
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN__m7G5-pppR-mRNAs_1_c	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN		m7G5-pppR-mRNAs	1	c
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN_G5-pppR-mRNAs__1_c	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	G5-pppR-mRNAs		1	c
RXN-7904__AMP_1_c	RXN-7904		AMP	1	c
RXN-7904__Long-Chain-Acyl-CoAs_1_c	RXN-7904		Long-Chain-Acyl-CoAs	1	c
RXN-7904__PPI_1_c	RXN-7904		PPI	1	c
RXN-7904_CO-A__1_c	RXN-7904	CO-A		1	c
RXN-7904_ATP__1_c	RXN-7904	ATP		1	c
RXN-7904_Long-Chain-Fatty-Acids__1_c	RXN-7904	Long-Chain-Fatty-Acids		1	c
HOMOCYSMETB12-RXN_5-METHYL-THF-GLU-N__1_c	HOMOCYSMETB12-RXN	5-METHYL-THF-GLU-N		1	c
HOMOCYSMETB12-RXN_HOMO-CYS__1_c	HOMOCYSMETB12-RXN	HOMO-CYS		1	c
HOMOCYSMETB12-RXN__MET_1_c	HOMOCYSMETB12-RXN		MET	1	c
HOMOCYSMETB12-RXN__THF-GLU-N_1_c	HOMOCYSMETB12-RXN		THF-GLU-N	1	c
2.4.1.115-RXN_CPD-12575__1_c	2.4.1.115-RXN	CPD-12575		1	c
2.4.1.115-RXN__PROTON_1_c	2.4.1.115-RXN		PROTON	1	c
2.4.1.115-RXN_3-OH-Anthocyanidins__1_c	2.4.1.115-RXN	3-OH-Anthocyanidins		1	c
2.4.1.115-RXN__Anthocyanidin-3-O-beta-D-glucosides_1_c	2.4.1.115-RXN		Anthocyanidin-3-O-beta-D-glucosides	1	c
2.4.1.115-RXN__UDP_1_c	2.4.1.115-RXN		UDP	1	c
RXN-13805_CPD-14772__1_c	RXN-13805	CPD-14772		1	c
RXN-13805__CO-A_1_c	RXN-13805		CO-A	1	c
RXN-13805__CPD-14828_1_c	RXN-13805		CPD-14828	1	c
RXN-13805_GLYCEROL-3P__1_c	RXN-13805	GLYCEROL-3P		1	c
GCVT-RXN_AMINOMETHYLDIHYDROLIPOYL-GCVH__1_c	GCVT-RXN	AMINOMETHYLDIHYDROLIPOYL-GCVH		1	c
GCVT-RXN__DIHYDROLIPOYL-GCVH_1_c	GCVT-RXN		DIHYDROLIPOYL-GCVH	1	c
