xref	METACYC	UM-BBD-CPD	METABOLIGHTS	UNIPROT	NCI	LIGAND-MAP	DRUGBANK	SGD-PATHWAY	HMDB	ARACYC	ECOCYC	UM-BBD-PWY	CAS	PLANTCYC	KNAPSACK	BIGG	LIGAND-RXN	CHEMSPIDER	Wikipedia	PLASMOCYC	RHEA	LIGAND-CPD	REACTOME	PIR	CHEBI	PUBCHEM	HUMANCYC	KEGG-GLYCAN	LIPID_MAPS
5-AMINOPENTANOATE_xrefs			MTBLC356010						HMDB03355				660-88-8									C00431			356010	6992101			
2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL_xrefs																									61472	25244288			
COBALSYN-PWY_xrefs											COBALSYN-PWY																		
CPD-501_xrefs																						C04037			58186	25244009			
2.7.8.23-RXN_xrefs																	R05165				14045								
3.5.2.12-RXN_xrefs				Q55424													R03448				16225								
D-HEXOSE-6-PHOSPHATE_xrefs																		3658466				C02965			61567	4459709			
CPD-16500_xrefs																										91502			
CPD0-2117_xrefs			MTBLC61526						HMDB03945							hdd2coa						C05272			61526	46173176			
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				P04800													R04122												
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				Q06884																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				P10632																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				P14779																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				O08336																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				Q7M0C2																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				P00185																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				P00176																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				P49602																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				P43083																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				Q12573																									
UNSPECIFIC-MONOOXYGENASE-RXN_xrefs				O04892																									
CPD-15254_xrefs																									72757	71296188			
1.17.4.2-RXN_xrefs				Q58242													R04315				12701								
PWY-181_xrefs	PWY-181																												
PROPANOATECOA-LIGASE-RXN_xrefs				Q9Y8L1													R00920				29843								
PROPANOATECOA-LIGASE-RXN_xrefs				Q9Y8L0																									
2-AMINOPHENOL_xrefs			MTBLC18112				DB01726											5596				C01987			18112	5801			
CPD-65_xrefs									HMDB34273				3012-37-1					17163				C02660			16017	18170			
RXN0-2101_xrefs																	R07229				14029								
2.7.8.27-RXN_xrefs																	R08969				18765								
DGTPTRIPHYDRO-RXN_xrefs				P15723													R01856				15193								
DGTPTRIPHYDRO-RXN_xrefs				P35294																									
RXN-13398_xrefs																	R10080				22139								
SUCCCOASYN-RXN_xrefs				O28098													R00405				17661								
SUCCCOASYN-RXN_xrefs				P53594																									
SUCCCOASYN-RXN_xrefs				O28733																									
SUCCCOASYN-RXN_xrefs				P45101																									
SUCCCOASYN-RXN_xrefs				P45102																									
SUCCCOASYN-RXN_xrefs				Q9JUT0																									
SUCCCOASYN-RXN_xrefs				Q58643																									
SUCCCOASYN-RXN_xrefs				O26663																									
SUCCCOASYN-RXN_xrefs				P80886																									
SUCCCOASYN-RXN_xrefs				Q9PHY1																									
SUCCCOASYN-RXN_xrefs				Q9JUS9																									
SUCCCOASYN-RXN_xrefs				P80865																									
SUCCCOASYN-RXN_xrefs				Q9PHY0																									
SUCCCOASYN-RXN_xrefs				O67729																									
SUCCCOASYN-RXN_xrefs				O67546																									
SUCCCOASYN-RXN_xrefs				P53593																									
SUCCCOASYN-RXN_xrefs				P0AGE9																									
SUCCCOASYN-RXN_xrefs				P0A836																									
SUCCCOASYN-RXN_xrefs				O82662																									
CPD-3188_xrefs									HMDB01324																	25201488			
GLC-D-LACTONE_xrefs							DB04564		HMDB00150				90-80-2					6760				C00198			16217	7027			
GERANYL-PP_xrefs			MTBLC58057						HMDB01285						C00000846	grdp		14211068				C00341			58057	19379894			
3.2.1.25-RXN_xrefs				Q29444																									
3.2.1.25-RXN_xrefs				P55278																									
PWY-6370_xrefs						map00053																							
RXN0-1133_xrefs				Q01991													R02569												
RXN0-1133_xrefs				P12695																									
RXN0-1133_xrefs				Q7M2M8																									
RXN0-1133_xrefs				P10515																									
RXN0-1133_xrefs				Q39082																									
RXN0-1133_xrefs				Q9TRP7																									
RXN0-1133_xrefs				Q7M0X6																									
RXN0-1133_xrefs				Q59098																									
RXN0-1133_xrefs				Q9PF09																									
RXN0-1133_xrefs				P35489																									
RXN0-1133_xrefs				P21883																									
RXN0-1133_xrefs				Q59658																									
RXN0-1133_xrefs				Q9JU07																									
RXN0-1133_xrefs				Q59298																									
RXN0-1133_xrefs				P45118																									
RXN0-1133_xrefs				Q54102																									
RXN0-1133_xrefs				P11961																									
RXN0-1133_xrefs				Q59821																									
RXN0-1133_xrefs				P08461																									
RXN0-1133_xrefs				Q16791																									
RXN0-1133_xrefs				Q41737																									
RXN0-1133_xrefs				O64968																									
RXN0-1133_xrefs				P10802																									
RXN0-1133_xrefs				P06959																									
2.7.8.15-RXN_xrefs				P07286													R01007				13289								
2.7.8.15-RXN_xrefs				P23338																									
2.7.8.15-RXN_xrefs				P42864																									
2.7.8.15-RXN_xrefs				P39465																									
2.7.8.15-RXN_xrefs				Q9UY90																									
2.7.8.15-RXN_xrefs				Q58513																									
2.7.8.15-RXN_xrefs				P42867																									
2.7.8.15-RXN_xrefs				P42881																									
2.7.8.15-RXN_xrefs				P96000																									
2.7.8.15-RXN_xrefs				Q9M2M5																									
2.7.8.15-RXN_xrefs				O22211																									
CARBON-MONOXIDE_xrefs			MTBLC17245						HMDB01361				630-08-0					275				C00237			17245	281			
DIHYDROOROTATE-DEHYDROGENASE-RXN_xrefs				O76140													R01868				18073								
DIOHBUTANONEPSYN-RXN_xrefs																	R07281				18457								
RXN-9545_xrefs																	R07760												
CPD-4211_xrefs			MTBLC57623						HMDB01120				358-71-4			dmpp		13115336				C00235			57623	15983958			
CPD-14300_xrefs																									74011	71581100			
CPD1G-1353_xrefs																										90657448			
CPD-14018_xrefs																									73862	71581014			
N-ACETYL-BETA-GLUCOSAMINYLAMINE_xrefs									HMDB01104									388560				C01239			15947	439454			
HOMO-CYS_xrefs			MTBLC58199						HMDB00742				6027-13-0			hcys__L						C00155			58199	6971015			
HOMO-CYS_xrefs													454-28-4																
CPDQT-436_xrefs																										28806286			
ADCLY-RXN_xrefs																	R05553				16201								
3.6.3.1-RXN_xrefs																					14989								
2.7.7.44-RXN_xrefs																	R01381				16325								
1.5.5.1-RXN_xrefs																	R04433												
ENTF-RXN_xrefs																					28570								
BUTANAL_xrefs									HMDB03543				123-72-8			btal		256				C01412			15743	261			
IMIDAZOLE-ACETOL-P_xrefs									HMDB12236				99979-59-6			imacp						C01267			57766	25244516			
RXN-7973_xrefs																					23328								
2.7.4.24-RXN_xrefs																	R08964												
AIRCARBOXY-RXN_xrefs				Q9RYC6													R04209				10792								
AIRCARBOXY-RXN_xrefs				Q9PPK5																									
AIRCARBOXY-RXN_xrefs				O66608																									
AIRCARBOXY-RXN_xrefs				O67239																									
AIRCARBOXY-RXN_xrefs				P12045																									
AIRCARBOXY-RXN_xrefs				P09029																									
AIRCARBOXY-RXN_xrefs				P12044																									
AIRCARBOXY-RXN_xrefs				P21264																									
AIRCARBOXY-RXN_xrefs				P0AG18																									
AIRCARBOXY-RXN_xrefs				P15567																									
AIRCARBOXY-RXN_xrefs				Q9XAY8																									
AIRCARBOXY-RXN_xrefs				P43849																									
AIRCARBOXY-RXN_xrefs				Q9JTS6																									
AIRCARBOXY-RXN_xrefs				P43850																									
AIRCARBOXY-RXN_xrefs				Q58033																									
AIRCARBOXY-RXN_xrefs				Q9WYS8																									
AIRCARBOXY-RXN_xrefs				P22234																									
AIRCARBOXY-RXN_xrefs				P22348																									
AIRCARBOXY-RXN_xrefs				Q01930																									
AIRCARBOXY-RXN_xrefs				P55195																									
AIRCARBOXY-RXN_xrefs				P50504																									
AIRCARBOXY-RXN_xrefs				Q55498																									
AIRCARBOXY-RXN_xrefs				P74724																									
AIRCARBOXY-RXN_xrefs				O80937																									
PLPSAL-PWY_xrefs										PLPSAL-PWY	PLPSAL-PWY																		
3.2.1.113-RXN_xrefs				P45700																									
3.2.1.113-RXN_xrefs				P33908																									
3.2.1.113-RXN_xrefs				P31723																									
3.2.1.113-RXN_xrefs				O02773																									
CPD-12487_xrefs																		8419955								10244468			
PELUDP-RXN_xrefs																	R06534												
PWY-7197_xrefs											PWY-7197																		
TRANS-23-DEHYDROADIPYL-COA_xrefs									HMDB60392													C14144			71044	70679154			
2.3.1.23-RXN_xrefs																	R01318				12937								
RXN-1303_xrefs																					28650								
ASCORBATE_xrefs			MTBLC38290						HMDB00044				50-81-7		C00001179	ascb__L		102746				C00072			38290	54679076			
DUMP_xrefs			MTBLC246422						HMDB01409				964-26-1			dump		18555972				C00365			246422	18601100			
PHOSACETYLGLUCOSAMINEMUT-RXN_xrefs				P38628													R08193				23804								
PWY-40_xrefs											PWY-40																		
RXN-9932_xrefs																	R08912				26031								
F16ALDOLASE-RXN_xrefs				Q7LZE8													R01068				14729								
F16ALDOLASE-RXN_xrefs				Q7M2K6																									
F16ALDOLASE-RXN_xrefs				P07764																									
F16ALDOLASE-RXN_xrefs				Q9URB4																									
F16ALDOLASE-RXN_xrefs				P14223																									
F16ALDOLASE-RXN_xrefs				Q07159																									
F16ALDOLASE-RXN_xrefs				P07752																									
F16ALDOLASE-RXN_xrefs				P14540																									
F16ALDOLASE-RXN_xrefs				P07341																									
F16ALDOLASE-RXN_xrefs				P0AB71																									
F16ALDOLASE-RXN_xrefs				P04075																									
F16ALDOLASE-RXN_xrefs				P05062																									
F16ALDOLASE-RXN_xrefs				P09972																									
F16ALDOLASE-RXN_xrefs				P05064																									
F16ALDOLASE-RXN_xrefs				P05063																									
F16ALDOLASE-RXN_xrefs				P22197																									
F16ALDOLASE-RXN_xrefs				P00883																									
F16ALDOLASE-RXN_xrefs				P27995																									
F16ALDOLASE-RXN_xrefs				P05065																									
F16ALDOLASE-RXN_xrefs				P00884																									
F16ALDOLASE-RXN_xrefs				P09117																									
F16ALDOLASE-RXN_xrefs				P17784																									
F16ALDOLASE-RXN_xrefs				P29356																									
F16ALDOLASE-RXN_xrefs				P16096																									
F16ALDOLASE-RXN_xrefs				P08440																									
F16ALDOLASE-RXN_xrefs				P44429																									
F16ALDOLASE-RXN_xrefs				P13243																									
F16ALDOLASE-RXN_xrefs				O51401																									
F16ALDOLASE-RXN_xrefs				P47269																									
F16ALDOLASE-RXN_xrefs				Q9CED4																									
F16ALDOLASE-RXN_xrefs				Q9JW15																									
F16ALDOLASE-RXN_xrefs				Q59100																									
F16ALDOLASE-RXN_xrefs				Q59101																									
F16ALDOLASE-RXN_xrefs				Q7M4Z5																									
F16ALDOLASE-RXN_xrefs				Q7M4Z4																									
F16ALDOLASE-RXN_xrefs				P19537																									
F16ALDOLASE-RXN_xrefs				Q01516																									
F16ALDOLASE-RXN_xrefs				Q01517																									
F16ALDOLASE-RXN_xrefs				Q91384																									
F16ALDOLASE-RXN_xrefs				P52210																									
F16ALDOLASE-RXN_xrefs				Q42690																									
F16ALDOLASE-RXN_xrefs				P53447																									
F16ALDOLASE-RXN_xrefs				Q7LZE9																									
F16ALDOLASE-RXN_xrefs				P53818																									
F16ALDOLASE-RXN_xrefs				P46257																									
F16ALDOLASE-RXN_xrefs				P46256																									
F16ALDOLASE-RXN_xrefs				Q42476																									
F16ALDOLASE-RXN_xrefs				P75089																									
F16ALDOLASE-RXN_xrefs				O22486																									
F16ALDOLASE-RXN_xrefs				Q40677																									
F16ALDOLASE-RXN_xrefs				O65581																									
F16ALDOLASE-RXN_xrefs				Q9SVJ6																									
F16ALDOLASE-RXN_xrefs				P93565																									
F16ALDOLASE-RXN_xrefs				P50923																									
F16ALDOLASE-RXN_xrefs				O04975																									
F16ALDOLASE-RXN_xrefs				P36580																									
F16ALDOLASE-RXN_xrefs				P53444																									
CPD-9897_xrefs																									62796	54738023			
L-PANTOATE_xrefs							DB01930						470-29-1			pant__R		4451134				C00522			15980	5289105			
CPD-4201_xrefs																						C16424			71679	25203647			
QOR-RXN_xrefs				P28304													R02364												
QOR-RXN_xrefs				P38230																									
QOR-RXN_xrefs				P43903																									
QOR-RXN_xrefs				Q39172																									
QOR-RXN_xrefs				Q39173																									
CPD-193_xrefs																										25200480			
GLUCOSE1PMETAB-PWY_xrefs											GLUCOSE1PMETAB-PWY																		
2-PG_xrefs			MTBLC58289						HMDB03391				2553-59-5			2pg						C00631			58289	40467846			
1.10.2.2-RXN_xrefs				P07747																									
1.10.2.2-RXN_xrefs				P21714																									
1.10.2.2-RXN_xrefs				P13271																									
1.10.2.2-RXN_xrefs				P07256																									
1.10.2.2-RXN_xrefs				P07142																									
1.10.2.2-RXN_xrefs				P07257																									
1.10.2.2-RXN_xrefs				P08067																									
1.10.2.2-RXN_xrefs				P08500																									
1.10.2.2-RXN_xrefs				P05417																									
1.10.2.2-RXN_xrefs				P20788																									
1.10.2.2-RXN_xrefs				P51130																									
1.10.2.2-RXN_xrefs				P81376																									
1.10.2.2-RXN_xrefs				P22695																									
1.10.2.2-RXN_xrefs				P16357																									
1.10.2.2-RXN_xrefs				P16364																									
1.10.2.2-RXN_xrefs				P13272																									
1.10.2.2-RXN_xrefs				P22289																									
1.10.2.2-RXN_xrefs				P16536																									
1.10.2.2-RXN_xrefs				P49727																									
1.10.2.2-RXN_xrefs				P21722																									
1.10.2.2-RXN_xrefs				Q26325																									
1.10.2.2-RXN_xrefs				Q99033																									
1.10.2.2-RXN_xrefs				P31930																									
1.10.2.2-RXN_xrefs				Q02655																									
1.10.2.2-RXN_xrefs				P49341																									
1.10.2.2-RXN_xrefs				Q36954																									
1.10.2.2-RXN_xrefs				P37299																									
1.10.2.2-RXN_xrefs				O97134																									
1.10.2.2-RXN_xrefs				Q7M2C0																									
1.10.2.2-RXN_xrefs				O66460																									
1.10.2.2-RXN_xrefs				P92472																									
1.10.2.2-RXN_xrefs				P21719																									
1.10.2.2-RXN_xrefs				Q34098																									
1.10.2.2-RXN_xrefs				P08502																									
1.10.2.2-RXN_xrefs				P05418																									
1.10.2.2-RXN_xrefs				P51131																									
1.10.2.2-RXN_xrefs				P69220																									
1.10.2.2-RXN_xrefs				Q26219																									
1.10.2.2-RXN_xrefs				P49729																									
1.10.2.2-RXN_xrefs				P21713																									
1.10.2.2-RXN_xrefs				Q7M2D5																									
1.10.2.2-RXN_xrefs				Q9ZDQ5																									
1.10.2.2-RXN_xrefs				Q9RX79																									
1.10.2.2-RXN_xrefs				P21720																									
1.10.2.2-RXN_xrefs				P08501																									
1.10.2.2-RXN_xrefs				P13627																									
1.10.2.2-RXN_xrefs				P07704																									
1.10.2.2-RXN_xrefs				P16358																									
1.10.2.2-RXN_xrefs				P69221																									
1.10.2.2-RXN_xrefs				P21715																									
1.10.2.2-RXN_xrefs				P34845																									
1.10.2.2-RXN_xrefs				Q7M2D6																									
1.10.2.2-RXN_xrefs				O26064																									
1.10.2.2-RXN_xrefs				O54070																									
1.10.2.2-RXN_xrefs				Q9ZJ56																									
